IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.243.173.187,80,80,false,HKG,Asia Pacific,Hong Kong,33,2.32
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,66,2.32
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,108,2.32
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,2.32
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,2.32
47.236.17.193,2086,2086,false,SIN,Asia Pacific,Singapore,15,2.32
8.217.248.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,2.32
8.217.91.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,2.31
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,21,2.30
47.243.27.217,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,2.30
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,14,2.30
8.217.251.62,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,2.30
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,14,2.29
8.219.237.250,2096,2096,true,SIN,Asia Pacific,Singapore,63,2.29
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,18,2.29
47.236.254.120,2087,2087,true,SIN,Asia Pacific,Singapore,62,2.29
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,38,2.28
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,2.28
8.218.22.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,2.28
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,110,2.28
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,2.28
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,2.27
47.243.86.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,59,2.27
47.236.164.215,8443,8443,true,SIN,Asia Pacific,Singapore,123,2.26
47.236.9.152,8080,8080,false,SIN,Asia Pacific,Singapore,19,2.26
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,2.26
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,2.26
47.236.205.188,2096,2096,true,SIN,Asia Pacific,Singapore,59,2.25
8.218.53.110,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,2.25
8.218.222.36,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,2.25
8.212.41.98,8080,8080,false,SJC,North America,San Jose,39,2.24
47.243.139.85,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,2.24
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,2.24
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,72,2.24
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,2.24
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,2.23
8.210.107.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,2.23
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,3,2.22
8.210.175.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,2.22
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,138,2.20
8.218.22.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,2.20
47.236.5.223,2095,2095,false,SIN,Asia Pacific,Singapore,24,2.20
47.237.95.140,2053,2053,true,SIN,Asia Pacific,Singapore,101,2.19
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,9,2.19
8.217.250.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,2.18
47.236.158.158,2096,2096,true,SIN,Asia Pacific,Singapore,71,2.18
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,168,2.17
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,12,2.17
47.236.144.48,2087,2087,true,SIN,Asia Pacific,Singapore,65,2.17
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,2.17
8.217.121.207,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,2.17
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,82,2.16
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,2.16
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,2.16
8.218.181.189,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,2.16
8.218.222.36,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,2.16
47.245.102.52,2087,2087,true,SIN,Asia Pacific,Singapore,89,2.16
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,104,2.15
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,2.15
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,2.15
8.210.66.190,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,2.15
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,57,2.14
8.217.91.121,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,2.14
47.237.81.112,2053,2053,true,SIN,Asia Pacific,Singapore,104,2.14
47.243.90.180,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,2.14
47.242.234.127,443,443,true,HKG,Asia Pacific,Hong Kong,49,2.14
8.210.34.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,2.13
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,2.13
8.210.107.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,2.13
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,55,2.13
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,36,2.12
47.243.27.217,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,2.12
8.217.149.28,443,443,true,HKG,Asia Pacific,Hong Kong,92,2.12
8.210.203.7,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,2.12
47.238.6.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,2.11
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,2.11
8.210.146.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,2.11
47.243.183.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,2.10
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,2.10
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,11,2.10
8.218.8.142,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,2.10
47.243.206.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,2.10
47.243.206.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,2.10
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,5,2.09
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,61,2.09
47.243.107.148,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,2.09
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,152,2.08
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,185,2.08
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,2.08
47.76.49.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,2.07
47.243.234.9,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,2.07
8.217.251.62,2083,2083,true,HKG,Asia Pacific,Hong Kong,115,2.06
8.219.67.133,2083,2083,true,SIN,Asia Pacific,Singapore,27,2.06
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,14,2.05
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,2.05
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,2.04
8.210.66.190,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,2.04
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,2.04
8.218.74.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,2.03
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,156,2.03
47.237.95.140,2083,2083,true,SIN,Asia Pacific,Singapore,60,2.03
8.219.210.64,2083,2083,true,SIN,Asia Pacific,Singapore,68,2.03
47.243.60.150,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,2.02
47.242.157.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,2.01
8.218.222.36,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,2.01
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,2.00
47.238.6.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,2.00
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,74,2.00
47.243.74.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,1.99
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,112,1.99
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,36,1.99
47.242.171.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,1.99
8.210.207.214,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,1.99
47.243.60.150,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,1.99
8.218.126.53,80,80,false,HKG,Asia Pacific,Hong Kong,84,1.99
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,1.98
47.243.67.28,80,80,false,HKG,Asia Pacific,Hong Kong,48,1.97
47.243.139.85,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,1.97
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,89,1.97
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,1.97
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,1.96
47.236.130.95,8443,8443,true,SIN,Asia Pacific,Singapore,103,1.96
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,1.95
8.218.243.95,443,443,true,HKG,Asia Pacific,Hong Kong,63,1.95
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,74,1.95
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,1.95
47.243.90.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,1.94
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,14,1.94
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,1.94
47.243.86.79,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,1.92
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,161,1.91
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,1.91
47.243.27.217,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,1.90
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,1.90
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,62,1.90
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,1.90
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,30,1.89
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,129,1.89
47.243.90.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,1.88
8.219.194.170,8443,8443,true,SIN,Asia Pacific,Singapore,44,1.88
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,1.88
47.237.95.140,2086,2086,false,SIN,Asia Pacific,Singapore,33,1.87
8.217.85.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,1.87
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,1.87
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,59,1.87
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,52,1.87
8.217.147.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,1.86
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,1.86
47.242.59.216,2086,2086,false,HKG,Asia Pacific,Hong Kong,89,1.85
47.242.232.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,1.85
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,1.85
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,17,1.83
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,56,1.83
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,1.83
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,1.82
8.219.51.211,2083,2083,true,SIN,Asia Pacific,Singapore,49,1.82
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,1.81
8.217.85.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,1.81
8.218.122.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,1.81
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,1.81
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,1.80
47.242.54.157,443,443,true,HKG,Asia Pacific,Hong Kong,101,1.80
8.219.174.213,443,443,true,SIN,Asia Pacific,Singapore,77,1.80
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,71,1.80
8.217.91.121,2053,2053,true,HKG,Asia Pacific,Hong Kong,75,1.79
47.76.49.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,1.79
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,156,1.79
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,1.78
8.210.65.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,60,1.78
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,19,1.78
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,9,1.78
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,84,1.78
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,1.78
47.243.74.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,1.77
8.218.204.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,1.77
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,1.77
8.219.191.40,2087,2087,true,SIN,Asia Pacific,Singapore,74,1.76
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,24,1.76
8.218.53.110,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,1.76
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,1.75
47.89.191.155,443,443,true,IAD,North America,Ashburn,218,1.75
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,1.74
8.210.65.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,1.74
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,46,1.74
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,1.73
8.218.11.90,80,80,false,HKG,Asia Pacific,Hong Kong,47,1.73
47.242.252.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,1.72
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,1.70
8.217.85.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,1.69
47.242.17.250,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,1.68
8.219.98.13,2082,2082,false,SIN,Asia Pacific,Singapore,16,1.68
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,38,1.68
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,1.67
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,61,1.67
47.237.86.185,8880,8880,false,SIN,Asia Pacific,Singapore,25,1.66
47.243.67.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,1.66
47.236.130.95,443,443,true,SIN,Asia Pacific,Singapore,90,1.66
8.210.66.190,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,1.65
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,35,1.65
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,102,1.65
8.217.207.60,2052,2052,false,HKG,Asia Pacific,Hong Kong,165,1.64
8.218.142.253,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,1.63
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,1.63
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,82,1.62
47.236.113.184,443,443,true,SIN,Asia Pacific,Singapore,79,1.62
8.218.122.55,2095,2095,false,HKG,Asia Pacific,Hong Kong,70,1.62
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,1.61
8.218.65.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,1.61
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,1.60
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,1.60
8.210.174.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,1.59
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,119,1.59
47.243.206.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,1.59
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,1.58
8.217.250.222,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,1.58
47.243.60.150,2053,2053,true,HKG,Asia Pacific,Hong Kong,119,1.58
8.218.74.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,1.58
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,18,1.57
8.222.134.170,2086,2086,false,SIN,Asia Pacific,Singapore,16,1.57
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,1.57
47.243.90.180,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,1.57
8.219.174.142,443,443,true,SIN,Asia Pacific,Singapore,68,1.57
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,1.57
8.217.164.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,73,1.57
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,1.56
47.243.234.9,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,1.56
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,1.56
8.218.155.238,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,1.55
8.217.250.5,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,1.55
8.218.74.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,1.54
8.217.164.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,125,1.54
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,104,1.54
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,1.53
8.217.164.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,82,1.53
8.219.50.180,443,443,true,SIN,Asia Pacific,Singapore,51,1.53
8.210.34.188,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,1.52
8.217.149.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,1.52
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,1.52
47.243.206.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,1.52
47.237.86.185,2052,2052,false,SIN,Asia Pacific,Singapore,26,1.52
8.210.100.23,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,1.51
47.76.33.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,1.51
8.217.164.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,104,1.51
47.243.206.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,1.50
8.217.121.207,8080,8080,false,HKG,Asia Pacific,Hong Kong,65,1.49
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,1.49
47.243.234.9,80,80,false,HKG,Asia Pacific,Hong Kong,86,1.49
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,1.49
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,1.49
8.210.207.214,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,1.48
47.243.91.58,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,1.47
8.218.243.95,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,1.47
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,1.47
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,1.47
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,9,1.47
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,1.47
8.219.51.211,2096,2096,true,SIN,Asia Pacific,Singapore,72,1.46
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,39,1.46
8.210.9.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,1.45
47.243.206.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,1.44
47.243.60.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,1.44
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,24,1.44
47.243.169.63,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,1.44
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,66,1.43
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,65,1.43
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,1.42
47.237.10.1,80,80,false,SIN,Asia Pacific,Singapore,150,1.42
47.245.86.230,2053,2053,true,SIN,Asia Pacific,Singapore,36,1.42
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,32,1.42
8.219.97.50,2087,2087,true,SIN,Asia Pacific,Singapore,82,1.42
47.76.37.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,1.42
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,33,1.42
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,1.41
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,1.41
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,98,1.40
47.243.139.85,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,1.40
8.210.65.1,443,443,true,HKG,Asia Pacific,Hong Kong,70,1.39
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,23,1.39
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,1.38
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,1.38
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,1.38
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,100,1.38
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,1.37
47.243.206.150,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,1.36
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,1.36
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,20,1.36
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,1.35
47.245.102.52,80,80,false,SIN,Asia Pacific,Singapore,9,1.35
8.218.2.181,2096,2096,true,HKG,Asia Pacific,Hong Kong,119,1.34
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,46,1.34
8.219.84.214,2086,2086,false,SIN,Asia Pacific,Singapore,897,1.31
47.238.6.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,1.31
8.219.132.64,8880,8880,false,SIN,Asia Pacific,Singapore,15,1.30
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,88,1.30
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,58,1.30
8.218.18.132,8880,8880,false,HKG,Asia Pacific,Hong Kong,59,1.30
8.217.250.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,67,1.30
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,67,1.30
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,54,1.28
8.219.177.205,2052,2052,false,SIN,Asia Pacific,Singapore,17,1.28
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,1.27
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,41,1.27
47.243.183.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,1.27
47.237.83.20,8080,8080,false,SIN,Asia Pacific,Singapore,48,1.27
47.243.60.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,1.26
47.236.123.133,8443,8443,true,SIN,Asia Pacific,Singapore,69,1.26
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,1.24
8.210.207.214,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,1.23
8.218.53.110,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,1.22
8.218.222.36,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,1.22
198.11.175.125,80,80,false,SJC,North America,San Jose,349,1.22
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,1.21
8.217.91.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,1.21
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,67,1.20
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,1.20
47.243.91.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,1.19
47.243.234.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,1.19
47.243.169.63,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,1.19
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,1.19
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,1.18
47.243.91.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,1.18
47.242.232.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,101,1.17
8.222.165.117,2053,2053,true,SIN,Asia Pacific,Singapore,40,1.17
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,1.17
47.236.75.113,2087,2087,true,SIN,Asia Pacific,Singapore,50,1.14
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,1.13
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,1.12
47.243.139.85,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,1.12
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,50,1.10
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,56,1.10
47.243.206.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,111,1.10
47.237.84.173,8880,8880,false,SIN,Asia Pacific,Singapore,55,1.10
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,121,1.08
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,1.07
8.219.97.50,2053,2053,true,SIN,Asia Pacific,Singapore,58,1.06
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,1.05
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,42,1.05
8.219.153.237,2086,2086,false,NRT,Asia Pacific,Tokyo,103,1.05
47.237.84.173,2083,2083,true,SIN,Asia Pacific,Singapore,111,1.04
8.217.250.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,1.04
8.218.11.90,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,1.04
8.210.245.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,1.03
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,51,1.03
8.210.175.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,1.03
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,1.02
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,15,1.02
